_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
283909,4152586,2017,2021,1968,PRIVATE,20,Scarborough Southwest,2570 KINGSTON RD,10,118,2021-12-13,79,Evaluation needs to be conducted in 2 years,19,5,4,4,3,4,4,3,4,4,4,4,4,5,4,4,3,5,4,3,N/A,E2032,43.713486559,-79.2466803233,325197.68,4841311.898
283910,4152569,2017,2021,1960,PRIVATE,20,Scarborough Southwest,1711 KINGSTON RD,3,18,2021-12-13,70,Evaluation needs to be conducted in 2 years,16,3,3,5,3,3,3,N/A,4,N/A,3,3,3,5,4,3,4,N/A,4,3,N/A,E2034,43.6922338982,-79.2630193825,323887.837,4838946.94
283911,4154425,2017,2021,1945,PRIVATE,06,York Centre,2852 KEELE ST,3,11,2021-12-13,68,Evaluation needs to be conducted in 2 years,16,3,3,3,3,3,4,N/A,3,N/A,3,4,4,5,4,4,3,N/A,3,2,N/A,N0627,43.7314423393,-79.4836241974,306103.75,4843275.795
283912,4152609,2017,2021,1968,PRIVATE,20,Scarborough Southwest,3423 ST CLAIR AVE E,4,30,2021-12-13,85,Evaluation needs to be conducted in 2 years,19,4,5,5,4,4,4,4,4,5,4,4,4,5,4,4,3,5,4,5,N/A,E2029,43.7134790514,-79.2732946837,323053.066,4841304.866
283913,4154617,2017,2021,1959,PRIVATE,06,York Centre,81 GARTHDALE CRT,3,10,2021-12-13,72,Evaluation needs to be conducted in 2 years,17,3,4,4,3,3,3,N/A,4,N/A,3,3,3,5,5,4,3,3,4,4,N/A,N0624,43.7648967345,-79.4644796149,307644.521,4846992.893
283914,4156455,2017,2021,1969,TCHC,20,Scarborough Southwest,20 EPPLEWORTH RD,3,36,2021-12-13,66,Evaluation needs to be conducted in 2 years,16,3,3,3,3,3,4,N/A,3,N/A,N/A,3,4,3,3,4,4,3,3,4,N/A,E2023,43.726760854,-79.263575088,323859.729,4842772.896
283915,4156240,2017,2021,1969,TCHC,20,Scarborough Southwest,30 EPPLEWORTH RD,3,45,2021-12-13,70,Evaluation needs to be conducted in 2 years,16,3,3,4,3,3,4,N/A,3,N/A,N/A,3,4,3,3,4,4,4,4,4,N/A,E2023,43.727206754,-79.263241732,323854.783,4842776.82
283916,4153012,2017,2021,1958,PRIVATE,04,Parkdale-High Park,150 DOWLING AVE,7,66,2021-12-12,82,Evaluation needs to be conducted in 2 years,17,5,5,5,5,5,4,N/A,3,4,3,4,5,5,3,4,3,4,3,N/A,N/A,S0436,43.6378411067,-79.4395051216,309665.443,4832878.792
283917,4152683,2017,2021,1968,PRIVATE,20,Scarborough Southwest,2243 EGLINTON AVE E,6,91,2021-12-10,84,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,N/A,5,5,N/A,3,3,5,4,4,5,4,3,5,N/A,E2023,43.7301504767,-79.2739999078,322991.213,4843156.818
283918,4155591,2017,2021,1968,TCHC,09,Davenport,61 PELHAM PARK GDNS,17,352,2021-12-10,0,Building Audit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S0926,43.66925972,-79.457795659,308187.607,4836369.289
283919,4152783,2017,2021,1964,PRIVATE,20,Scarborough Southwest,3744 ST CLAIR AVE E,6,88,2021-12-10,89,Evaluation needs to be conducted in 3 years,19,5,5,5,4,4,5,4,4,4,N/A,4,4,5,5,4,4,5,5,4,5,E2032,43.7209375824,-79.2430985709,325483.757,4842140.564
283920,4155686,2017,2021,2003,SOCIAL HOUSING,08,Eglinton-Lawrence,651 LAWRENCE AVE W,3,24,2021-12-10,0,Building Audit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N0827,43.7161036194,-79.4429013897,309385.499,4841573.16
283921,4155730,2017,2021,2010,PRIVATE,09,Davenport,45 LISGAR ST,14,291,2021-12-10,83,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,4,4,N/A,4,4,5,4,4,4,4,4,4,5,S0937,43.6421269068,-79.4227622614,311015.908,4833355.956
283922,4155710,2017,2021,2005,PRIVATE,09,Davenport,55 LISGAR ST,9,116,2021-12-10,80,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,4,4,N/A,3,5,5,3,4,4,3,4,4,4,S0937,43.6426365625,-79.4230275047,310994.457,4833412.558
283923,4156598,2017,2021,2011,SOCIAL HOUSING,09,Davenport,180 SUDBURY ST,18,190,2021-12-10,78,Evaluation needs to be conducted in 2 years,19,4,4,5,4,3,3,4,4,4,N/A,3,4,5,4,4,4,4,4,4,3,S0937,43.641893011,-79.425161314,310822.114,4833330.761
283924,4155061,2017,2021,1960,PRIVATE,08,Eglinton-Lawrence,851 BRIAR HILL AVE,3,10,2021-12-10,80,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,4,N/A,4,4,4,4,4,4,4,4,4,4,N/A,N0831,43.7044391867,-79.4423269927,309432.683,4840277.301
283925,4155062,2017,2021,1965,PRIVATE,08,Eglinton-Lawrence,370 RIDELLE AVE,28,214,2021-12-10,91,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,5,4,4,5,4,3,4,5,5,4,5,5,4,5,5,N0831,43.7046374432,-79.440751474,309559.647,4840299.426
283926,4153160,2017,2021,1971,PRIVATE,09,Davenport,919 DUFFERIN ST,15,113,2021-12-09,77,Evaluation needs to be conducted in 2 years,18,4,4,5,3,4,4,3,4,5,N/A,3,4,3,4,4,4,4,4,3,N/A,S0934,43.6575632508,-79.4340091901,310107.154,4835070.126
283927,4155067,2017,2021,1967,PRIVATE,09,Davenport,65 DYNEVOR RD,9,90,2021-12-09,79,Evaluation needs to be conducted in 2 years,19,3,4,5,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,N/A,S0922,43.6915639113,-79.4491372654,308884.626,4838846.609
283928,4166944,2017,2021,1967,PRIVATE,14,Toronto-Danforth,70 CAMBRIDGE AVE,21,275,2021-12-09,88,Evaluation needs to be conducted in 3 years,20,5,5,5,4,4,4,3,4,5,4,4,5,5,5,5,4,5,4,4,4,S1424,43.678116007,-79.3607869844,316009.354,4837360.726
283929,4153616,2017,2021,1940,PRIVATE,14,Toronto-Danforth,849 BROADVIEW AVE,4,32,2021-12-09,89,Evaluation needs to be conducted in 3 years,14,4,5,5,4,5,4,N/A,4,N/A,N/A,5,5,5,4,4,4,N/A,4,N/A,N/A,S1424,43.6794139167,-79.35783854,316246.839,4837505.327
283930,4152996,2017,2021,1955,PRIVATE,04,Parkdale-High Park,99 DOWLING AVE,5,111,2021-12-09,84,Evaluation needs to be conducted in 2 years,17,5,5,5,3,5,5,N/A,3,4,N/A,3,3,5,5,4,3,4,5,4,N/A,S0437,43.6357677908,-79.4377979997,309803.351,4832648.561
283931,4153013,2017,2021,1973,PRIVATE,04,Parkdale-High Park,146 DOWLING AVE,7,68,2021-12-09,61,Evaluation needs to be conducted in 1 year,15,3,3,5,2,N/A,3,N/A,4,2,N/A,3,3,5,2,3,3,2,3,N/A,N/A,S0436,43.6375473099,-79.4394028974,309673.714,4832846.159
283932,4152976,2017,2021,1931,PRIVATE,04,Parkdale-High Park,131 DUNN AVE,3,29,2021-12-09,73,Evaluation needs to be conducted in 2 years,14,3,3,5,2,2,4,N/A,3,N/A,N/A,3,3,5,5,5,4,N/A,4,N/A,N/A,S0437,43.635897529,-79.432069219,310265.309,4832664.263
283933,4152957,2017,2021,1960,PRIVATE,04,Parkdale-High Park,35 SPENCER AVE,7,80,2021-12-09,84,Evaluation needs to be conducted in 2 years,16,5,3,5,3,N/A,4,N/A,2,4,N/A,4,4,5,5,4,4,5,5,5,N/A,S0437,43.635361871,-79.429350661,310484.708,4832604.925
283934,4155407,2017,2021,1968,PRIVATE,02,Etobicoke Centre,695 MARTIN GROVE RD,12,142,2021-12-09,73,Evaluation needs to be conducted in 2 years,19,3,5,5,3,3,4,4,3,3,2,3,3,4,3,4,5,4,4,4,N/A,W0221,43.682026489,-79.565970029,299462.268,4837680.56
283935,4155008,2017,2021,1968,PRIVATE,09,Davenport,161 OAKWOOD AVE,19,151,2021-12-09,84,Evaluation needs to be conducted in 2 years,18,4,4,5,5,4,4,4,4,5,N/A,4,4,5,4,4,4,4,4,4,N/A,S0925,43.680342384,-79.435548424,309967.474,4837608.076
283936,4152973,2017,2021,1959,PRIVATE,04,Parkdale-High Park,60 TYNDALL AVE,9,69,2021-12-09,78,Evaluation needs to be conducted in 2 years,17,4,3,5,3,3,4,N/A,4,4,N/A,3,5,5,4,4,4,4,3,4,N/A,S0437,43.6358852908,-79.4287210164,310535.728,4832662.16
283937,4153648,2017,2021,1989,TCHC,14,Toronto-Danforth,39 HARCOURT AVE,3,15,2021-12-09,86,Evaluation needs to be conducted in 3 years,16,4,4,5,3,4,4,N/A,5,N/A,N/A,4,4,5,4,5,4,4,5,N/A,5,S1429,43.6771456368,-79.3445056015,317322.303,4837255.226
283938,4153156,2017,2021,1967,SOCIAL HOUSING,09,Davenport,661 DUFFERIN ST,13,112,2021-12-09,72,Evaluation needs to be conducted in 2 years,18,4,3,5,3,3,3,2,4,4,N/A,3,4,5,4,4,4,3,3,N/A,4,S0934,43.6504895389,-79.4313915091,310318.929,4834284.426
283939,4153033,2017,2021,1957,PRIVATE,04,Parkdale-High Park,169 JAMESON AVE,8,72,2021-12-08,78,Evaluation needs to be conducted in 2 years,17,4,5,5,3,4,4,N/A,3,3,N/A,4,5,5,3,4,3,3,4,4,N/A,S0436,43.6382976952,-79.4360542052,309943.839,4832929.71
283940,4152974,2017,2021,1965,PRIVATE,04,Parkdale-High Park,40 TYNDALL AVE,7,65,2021-12-08,79,Evaluation needs to be conducted in 2 years,17,5,3,5,3,4,4,N/A,3,4,N/A,3,4,5,5,5,3,4,4,3,N/A,S0437,43.6356226752,-79.4284981005,310553.738,4832633
283941,4155793,2017,2021,1973,PRIVATE,02,Etobicoke Centre,120 WIDDICOMBE HILL BLVD,17,233,2021-12-08,81,Evaluation needs to be conducted in 2 years,18,3,4,5,4,4,5,4,4,4,N/A,3,5,5,3,4,5,4,3,4,N/A,W0222,43.676467695,-79.559152675,300081.204,4837170.804
283942,4155889,2017,2021,1974,PRIVATE,02,Etobicoke Centre,73 WIDDICOMBE HILL BLVD,17,228,2021-12-08,80,Evaluation needs to be conducted in 2 years,18,4,4,5,3,3,4,5,4,4,N/A,3,5,4,3,4,4,5,3,5,N/A,W0222,43.677126322,-79.556808045,300130.803,4837178.874
283943,4153110,2018,2021,1929,PRIVATE,09,Davenport,927 ST CLAIR AVE W,4,23,2021-12-08,81,Evaluation needs to be conducted in 2 years,14,4,4,5,4,4,4,N/A,4,N/A,N/A,4,4,5,4,4,4,N/A,3,N/A,N/A,S0928,43.6795067205,-79.4348853708,310034.484,4837507.881
283944,4153164,2017,2021,1968,PRIVATE,09,Davenport,323 RUSHOLME RD,20,226,2021-12-08,76,Evaluation needs to be conducted in 2 years,19,4,4,5,4,3,4,4,3,4,4,4,4,5,3,4,4,3,3,3,N/A,S0934,43.658994583,-79.430040338,310404.687,4835239.269
283945,4153155,2017,2021,1955,PRIVATE,09,Davenport,14 RUSHOLME DR,4,22,2021-12-08,79,Evaluation needs to be conducted in 2 years,16,4,4,5,3,4,4,N/A,4,N/A,3,4,4,5,4,4,4,N/A,4,3,N/A,S0934,43.6502558347,-79.4286011017,310544.063,4834258.652
283946,4152972,2017,2021,1962,PRIVATE,04,Parkdale-High Park,90 TYNDALL AVE,18,120,2021-12-08,82,Evaluation needs to be conducted in 2 years,18,4,5,5,3,4,5,3,3,4,N/A,3,5,5,3,5,5,4,4,4,N/A,S0437,43.6361887697,-79.4287694979,310531.789,4832695.871
283947,4156290,2017,2021,1969,PRIVATE,09,Davenport,357 RUSHOLME RD,16,267,2021-12-08,76,Evaluation needs to be conducted in 2 years,19,4,4,5,4,3,4,4,3,4,4,3,4,5,4,4,4,3,3,3,N/A,S0934,43.6600387742,-79.4305495251,310375.291,4835342.328
283948,4153094,2017,2021,2008,PRIVATE,09,Davenport,767 DOVERCOURT RD,3,19,2021-12-07,76,Evaluation needs to be conducted in 2 years,17,4,4,5,4,3,4,N/A,3,N/A,3,4,4,5,4,4,4,N/A,4,3,3,S0932,43.6618560972,-79.4293177813,310485.14,4835547.351
283949,4153166,2017,2021,1967,PRIVATE,09,Davenport,730 DOVERCOURT RD,20,356,2021-12-07,79,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,3,4,5,3,4,5,4,4,4,3,4,3,N/A,S0934,43.6597215869,-79.429288288,310487.721,4835310.221
283950,4153023,2019,2021,1963,PRIVATE,04,Parkdale-High Park,190 JAMESON AVE,11,62,2021-12-07,75,Evaluation needs to be conducted in 2 years,16,4,3,3,3,3,4,N/A,3,4,N/A,3,3,5,5,4,5,3,5,N/A,N/A,S0436,43.6393484586,-79.4372340456,309848.56,4833046.373
283951,4152981,2017,2021,1967,PRIVATE,04,Parkdale-High Park,91 JAMESON AVE,11,76,2021-12-07,79,Evaluation needs to be conducted in 2 years,17,5,3,5,5,5,4,N/A,4,4,N/A,5,4,5,2,2,3,3,4,4,N/A,S0437,43.6351237062,-79.434885342,310038.415,4832577.18
283952,4152980,2017,2021,1959,PRIVATE,04,Parkdale-High Park,87 JAMESON AVE,9,91,2021-12-07,78,Evaluation needs to be conducted in 2 years,16,3,4,5,3,N/A,5,N/A,4,4,N/A,4,5,5,3,3,3,4,3,4,N/A,S0437,43.6348167577,-79.4347671675,310047.976,4832543.088
283953,4153030,2017,2021,1910,SOCIAL HOUSING,04,Parkdale-High Park,149 JAMESON AVE,5,48,2021-12-07,85,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,N/A,4,5,N/A,4,5,3,5,4,4,4,5,N/A,N/A,S0436,43.6374026152,-79.4357893144,309965.285,4832830.29
283954,4155349,2017,2021,1969,PRIVATE,02,Etobicoke Centre,500 SCARLETT RD,14,129,2021-12-07,85,Evaluation needs to be conducted in 2 years,19,4,4,5,3,4,5,4,5,5,2,3,5,5,4,5,3,5,5,5,N/A,W0230,43.6857584584,-79.5133729757,303706.277,4838200.637
283955,4153386,2017,2021,1982,TCHC,13,Toronto Centre,171 FRONT ST E,3,61,2021-12-07,73,Evaluation needs to be conducted in 2 years,17,3,4,5,2,4,3,4,4,4,N/A,3,4,2,4,4,4,4,4,N/A,N/A,S1339,43.6499749234,-79.3684698144,315394.78,4834233.377
283956,4154117,2017,2021,1970,PRIVATE,14,Toronto-Danforth,60 GOWAN AVE,21,118,2021-12-07,87,Evaluation needs to be conducted in 3 years,19,5,5,5,4,4,4,4,4,5,4,4,5,5,5,4,4,5,4,3,N/A,S1421,43.6880167433,-79.3522352421,316696.927,4838461.851
283957,4154604,2017,2021,1966,PRIVATE,06,York Centre,4190 BATHURST ST,9,80,2021-12-06,77,Evaluation needs to be conducted in 2 years,20,4,5,5,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,3,4,N0629,43.7485751194,-79.437302788,309833.975,4845180.913
283958,4154653,2017,2021,1965,PRIVATE,06,York Centre,4750 BATHURST ST,3,64,2021-12-06,78,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,N/A,3,4,3,3,4,5,4,4,5,3,4,3,N/A,N0624,43.767931941,-79.4420072756,309453.606,4847331.095
283959,4152978,2017,2021,1976,SOCIAL HOUSING,04,Parkdale-High Park,1355 KING ST W,11,136,2021-12-06,82,Evaluation needs to be conducted in 2 years,17,5,5,5,3,5,3,4,4,4,N/A,4,4,5,4,4,3,N/A,4,4,N/A,S0437,43.6375544172,-79.4328522141,310202.251,4832847.329
283960,4152958,2017,2021,1962,PRIVATE,04,Parkdale-High Park,47 SPENCER AVE,5,56,2021-12-06,80,Evaluation needs to be conducted in 2 years,17,5,4,5,3,N/A,3,N/A,3,5,N/A,4,4,5,4,4,3,4,4,3,5,S0437,43.635752524,-79.429340078,310485.527,4832648.324
283961,4152962,2017,2021,1952,PRIVATE,04,Parkdale-High Park,77 SPENCER AVE,6,56,2021-12-06,81,Evaluation needs to be conducted in 2 years,17,5,4,5,3,4,4,N/A,3,5,N/A,4,5,5,5,4,2,4,4,3,N/A,S0437,43.63712357,-79.429926502,310438.088,4832800.6
283962,4154697,2017,2021,1962,PRIVATE,06,York Centre,4415 BATHURST ST,14,167,2021-12-06,81,Evaluation needs to be conducted in 2 years,19,5,4,5,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,3,N/A,N0624,43.7567677733,-79.4380041027,309776.827,4846091.036
283963,4154609,2017,2021,1969,PRIVATE,06,York Centre,4350 BATHURST ST,6,35,2021-12-06,91,Evaluation needs to be conducted in 3 years,19,4,4,5,4,5,5,5,5,4,5,4,5,5,4,4,5,4,5,4,N/A,N0629,43.754107511,-79.438517766,309735.42,4845796.416
283964,4155943,2017,2021,1965,TCHC,20,Scarborough Southwest,3171 EGLINTON AVE E,12,161,2021-12-06,66,Evaluation needs to be conducted in 2 years,18,3,3,3,3,3,4,3,3,3,N/A,3,4,3,4,3,3,4,4,3,N/A,E2027,43.7426229529,-79.22004925,327332.807,4844555.63
283965,4154693,2017,2021,1960,PRIVATE,06,York Centre,4383 BATHURST ST,13,142,2021-12-06,79,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,3,4,4,4,4,5,4,4,3,4,3,4,N/A,N0630,43.754461481,-79.437277956,309835.23,4845835.814
283966,4155957,2017,2021,1972,TCHC,20,Scarborough Southwest,30 GORDONRIDGE PL,17,231,2021-12-06,72,Evaluation needs to be conducted in 2 years,18,4,3,4,3,3,4,3,4,3,N/A,4,4,3,4,4,3,4,4,4,N/A,E2024,43.726764513,-79.250888477,324750.497,4842822.528
283967,4154607,2017,2021,1983,SOCIAL HOUSING,06,York Centre,4266 BATHURST ST,9,130,2021-12-06,86,Evaluation needs to be conducted in 3 years,20,4,5,5,4,4,4,4,5,4,5,3,5,5,4,4,5,4,4,3,5,N0629,43.7518743453,-79.438030916,309775.071,4845547.394
283968,4153026,2017,2021,1917,PRIVATE,04,Parkdale-High Park,189 DOWLING AVE,4,10,2021-12-05,57,Evaluation needs to be conducted in 1 year,14,3,3,3,3,N/A,2,N/A,3,N/A,N/A,3,3,3,2,3,3,N/A,3,3,N/A,S0436,43.6396109365,-79.4394716965,309667.989,4833097.526
283969,4153072,2017,2021,1930,PRIVATE,04,Parkdale-High Park,469 RONCESVALLES AVE,4,15,2021-12-05,77,Evaluation needs to be conducted in 2 years,14,3,4,4,4,N/A,3,N/A,3,N/A,N/A,4,4,5,4,4,3,4,5,N/A,N/A,S0433,43.653120199,-79.451329542,308710.143,4834576.586
283970,4155491,2017,2021,1952,PRIVATE,03,Etobicoke-Lakeshore,2557 LAKE SHORE BLVD W,4,26,2021-12-03,84,Evaluation needs to be conducted in 2 years,14,4,5,4,5,4,5,N/A,3,N/A,N/A,4,5,5,4,4,4,N/A,3,N/A,N/A,W0336,43.6090707341,-79.4891854143,305657.294,4829680.949
283971,4154103,2017,2021,1950,PRIVATE,14,Toronto-Danforth,120 COSBURN AVE,6,57,2021-12-03,86,Evaluation needs to be conducted in 3 years,17,4,5,5,4,4,4,N/A,4,4,N/A,4,4,5,4,4,5,5,4,4,N/A,S1422,43.6898605522,-79.3481479034,317026.043,4838667.263
283972,4154115,2017,2021,1960,PRIVATE,14,Toronto-Danforth,101 COSBURN AVE,10,73,2021-12-03,92,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,5,4,4,5,N/A,4,5,5,4,5,5,4,5,4,N/A,S1421,43.6889519222,-79.3496273223,316906.969,4838566.104
283973,4155405,2017,2021,1992,SOCIAL HOUSING,02,Etobicoke Centre,1540 KIPLING AVE,8,128,2021-12-03,92,Evaluation needs to be conducted in 3 years,18,4,5,5,4,5,5,5,4,5,N/A,4,5,5,4,5,5,N/A,4,4,5,W0221,43.6804703998,-79.5529581707,300514.566,4837614.397
283974,4155301,2017,2021,1957,PRIVATE,03,Etobicoke-Lakeshore,1276 ISLINGTON AVE,13,202,2021-12-03,82,Evaluation needs to be conducted in 2 years,19,5,5,5,3,3,4,4,5,4,3,5,5,5,3,5,4,4,3,3,N/A,W0321,43.647785657,-79.5258528138,302698.664,4833982.321
283975,4155565,2017,2021,1968,TCHC,20,Scarborough Southwest,3485 ST CLAIR AVE E,9,97,2021-12-03,53,Evaluation needs to be conducted in 1 year,19,2,3,2,3,3,4,2,2,2,N/A,2,2,4,3,3,3,3,4,1,2,E2030,43.7145219871,-79.2681489006,323467.401,4841421.877
283976,4155952,2017,2021,1969,PRIVATE,13,Toronto Centre,280 WELLESLEY ST E,32,571,2021-12-03,81,Evaluation needs to be conducted in 2 years,18,5,5,5,3,4,4,3,4,5,N/A,3,4,5,4,3,4,4,4,4,N/A,S1323,43.6684263291,-79.3704468759,315261.028,4836267.257
283977,4155028,2017,2021,1968,PRIVATE,12,Toronto-St. Paul's,620 NORTHCLIFFE BLVD,9,68,2021-12-02,78,Evaluation needs to be conducted in 2 years,19,3,4,5,3,3,4,4,4,4,4,3,4,5,3,4,4,5,4,4,N/A,S1222,43.6935553458,-79.447286922,309033.655,4839067.943
283978,4155231,2017,2021,1950,PRIVATE,03,Etobicoke-Lakeshore,3 HEATHERDALE RD,4,35,2021-12-02,79,Evaluation needs to be conducted in 2 years,16,3,5,5,2,4,4,N/A,5,N/A,4,3,3,5,3,5,4,5,3,N/A,N/A,W0329,43.6348017129,-79.4912245002,305492.372,4832539.503
283979,4155232,2017,2021,1950,PRIVATE,03,Etobicoke-Lakeshore,1 HEATHERDALE RD,4,35,2021-12-01,83,Evaluation needs to be conducted in 2 years,16,4,5,5,3,4,4,N/A,5,N/A,4,2,4,5,3,5,5,5,3,N/A,N/A,W0329,43.6349134645,-79.4905899718,305543.578,4832551.923
283980,4153560,2017,2021,1994,SOCIAL HOUSING,13,Toronto Centre,31 PRINCESS ST,10,82,2021-12-01,82,Evaluation needs to be conducted in 2 years,19,4,5,5,4,3,5,4,3,4,3,3,4,5,5,4,4,N/A,5,4,4,S1335,43.6500861,-79.366016015,315596.755,4834258.354
283981,4154174,2017,2021,1985,SOCIAL HOUSING,15,Don Valley West,18 THORNCLIFFE PARK DR,7,109,2021-12-01,84,Evaluation needs to be conducted in 2 years,19,5,4,4,4,4,4,4,3,4,N/A,4,4,5,5,4,4,4,5,4,5,N1533,43.7043074064,-79.3469915731,317116.28,4840272.413
283982,4154173,2017,2021,1959,PRIVATE,15,Don Valley West,22 THORNCLIFFE PARK DR,7,60,2021-12-01,78,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,4,N/A,4,3,4,3,4,5,3,4,5,5,4,4,N/A,N1533,43.7037023569,-79.3467690026,317134.342,4840205.228
283983,4154166,2017,2021,1962,PRIVATE,15,Don Valley West,42 THORNCLIFFE PARK DR,6,60,2021-12-01,85,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,4,5,N/A,3,4,5,4,4,5,5,4,5,N/A,N1533,43.702195489,-79.343701311,317381.647,4840039.243
283984,4155260,2017,2021,1956,PRIVATE,03,Etobicoke-Lakeshore,4 CROWN HILL PL,5,32,2021-12-01,82,Evaluation needs to be conducted in 2 years,17,5,4,4,3,5,4,N/A,4,5,3,3,5,5,3,5,4,4,4,N/A,N/A,W0327,43.6379480963,-79.4907455213,305531.02,4832889.053
283985,4153425,2017,2021,1900,SOCIAL HOUSING,13,Toronto Centre,244 CHURCH ST,3,60,2021-12-01,76,Evaluation needs to be conducted in 2 years,15,3,5,5,3,3,3,N/A,4,N/A,N/A,3,3,5,4,4,4,N/A,4,N/A,4,S1332,43.6559630817,-79.377259039,314684.79,4834897.546
283986,4244929,2017,2021,1963,PRIVATE,01,Etobicoke North,70 ESTHER LORRIE DR,7,97,2021-12-01,84,Evaluation needs to be conducted in 2 years,19,5,5,5,4,4,3,N/A,5,4,4,5,4,5,3,5,4,5,3,2,5,W0129,43.732279511,-79.577684699,298562.561,4843311.273
283987,4153077,2017,2021,1966,PRIVATE,09,Davenport,128 SHERIDAN AVE,7,68,2021-12-01,76,Evaluation needs to be conducted in 2 years,17,4,4,5,3,4,4,N/A,4,4,N/A,3,3,5,4,4,4,3,4,3,N/A,S0933,43.6504598567,-79.434253526,310088.069,4834280.957
283988,4153024,2017,2021,1960,PRIVATE,04,Parkdale-High Park,188 JAMESON AVE,8,47,2021-12-01,78,Evaluation needs to be conducted in 2 years,16,3,4,5,3,4,4,N/A,3,5,N/A,3,4,5,4,4,3,4,4,N/A,N/A,S0436,43.6391266318,-79.437146582,309855.635,4833021.735
283989,4155265,2017,2021,1955,PRIVATE,03,Etobicoke-Lakeshore,9 CROWN HILL PL,5,60,2021-12-01,79,Evaluation needs to be conducted in 2 years,16,5,3,4,4,3,4,N/A,5,4,N/A,3,5,5,3,4,4,5,2,N/A,N/A,W0327,43.639623358,-79.491058309,305505.524,4833076.116
283990,4155207,NA,2021,1955,PRIVATE,04,Parkdale-High Park,585 JANE ST,4,25,2021-12-01,77,Evaluation needs to be conducted in 2 years,15,3,3,5,3,4,4,N/A,4,N/A,N/A,3,3,5,5,4,4,N/A,5,3,N/A,S0422,43.6645529032,-79.4903043858,305566.283,4835844.669
283991,4153109,2017,2021,1955,PRIVATE,09,Davenport,2 REGAL RD,8,104,2021-12-01,74,Evaluation needs to be conducted in 2 years,20,4,4,5,4,3,4,3,3,4,3,2,4,5,4,4,4,4,2,4,4,S0928,43.6756343719,-79.4334082604,310153.942,4837077.778
283992,4155436,2017,2021,1960,PRIVATE,01,Etobicoke North,15 TORBOLTON DR,3,19,2021-12-01,83,Evaluation needs to be conducted in 2 years,16,4,3,5,5,5,3,N/A,4,N/A,N/A,4,3,5,5,5,4,4,4,3,N/A,W0130,43.7189166403,-79.5582979655,300087.068,4841885.912
283993,4153178,2017,2021,1919,PRIVATE,11,University-Rosedale,334 BLOOR ST W,3,24,2021-11-30,66,Evaluation needs to be conducted in 2 years,14,3,3,5,3,3,3,N/A,3,N/A,N/A,3,4,4,3,3,3,N/A,3,N/A,N/A,S1126,43.6668390797,-79.404253282,312505.959,4836102.924
283994,4155276,2019,2021,1957,PRIVATE,03,Etobicoke-Lakeshore,10 RIVERWOOD PKWY,3,52,2021-11-30,81,Evaluation needs to be conducted in 2 years,16,5,4,5,4,5,4,N/A,5,N/A,5,2,3,5,3,4,4,4,3,N/A,N/A,W0327,43.6390897407,-79.4882393913,305726.291,4833016.54
283995,5015812,2021,2021,1972,PRIVATE,11,University-Rosedale,44 CHARLES ST W,51,793,2021-11-30,81,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,3,4,4,4,4,4,4,5,4,4,4,N/A,4,4,4,S1136,43.6687248258,-79.3882538095,313796.026,4836314.071
